participant_id,group,cost_level,fairness_group,n_trials,choice_mean,AA_valence_mean,AA_arousal_mean,AC_valence_mean,AC_arousal_mean,EmoFDBK_valence_mean,EmoFDBK_arousal_mean
421467,o3,high,unfair,25,0.84,-34.2,49.2,1.6,17.2,35.8,-32.0
421467,o3,low,fair,5,0.0,24.0,11.0,32.0,4.0,8.0,-7.0
421467,o3,low,unfair,25,1.0,-37.8,50.0,0.6,17.6,38.4,-32.4
422023,o3,high,fair,5,0.0,31.0,11.0,37.0,6.8,6.0,-4.2
422023,o3,high,unfair,25,0.56,-24.72,33.04,9.8,10.36,34.52,-22.68
422023,o3,low,fair,5,0.0,27.0,11.0,35.0,5.6,8.0,-5.4
422023,o3,low,unfair,25,1.0,-27.92,34.2,14.0,11.28,41.92,-22.92
422157,o3,high,fair,5,0.0,35.0,14.0,44.0,7.6,9.0,-6.4
422157,o3,high,unfair,25,0.8,-25.28,35.24,12.52,10.84,37.8,-24.4
422157,o3,low,fair,5,0.0,40.0,8.6,46.0,4.4,6.0,-4.2
422157,o3,low,unfair,25,0.96,-27.32,34.8,17.28,12.24,44.6,-22.56
422702,o3,high,fair,5,0.0,33.0,13.4,39.0,8.6,6.0,-4.8
422702,o3,high,unfair,25,0.8,-28.48,34.72,8.44,11.32,36.92,-23.4
422702,o3,low,fair,5,0.0,32.0,10.0,38.0,6.0,6.0,-4.0
422702,o3,low,unfair,25,1.0,-30.8,37.8,13.08,12.6,43.88,-25.2
425616,o3,high,fair,5,0.0,33.0,15.0,42.0,6.0,9.0,-9.0
425616,o3,high,unfair,25,0.8,-29.08,36.48,12.36,12.16,41.44,-24.32
425616,o3,low,fair,5,0.0,21.0,10.0,27.0,5.0,6.0,-5.0
425616,o3,low,unfair,25,0.96,-28.64,35.12,15.28,10.44,43.92,-24.68
425635,o3,high,fair,5,0.0,31.0,13.0,40.0,6.0,9.0,-7.0
425635,o3,high,unfair,25,0.28,-18.36,13.72,10.56,2.64,28.92,-11.08
425635,o3,low,fair,5,0.0,29.0,8.0,34.0,4.4,5.0,-3.6
425635,o3,low,unfair,25,0.84,-22.6,23.28,13.52,6.6,36.12,-16.68
425928,o3,high,fair,5,0.0,25.0,10.6,31.0,5.4,6.0,-5.2
425928,o3,high,unfair,25,0.64,-29.0,37.8,4.68,14.04,33.68,-23.76
425928,o3,low,fair,5,0.0,33.0,13.0,41.0,8.0,8.0,-5.0
425928,o3,low,unfair,25,0.92,-27.2,34.4,8.88,12.64,36.08,-21.76
426331,o3,high,fair,5,0.0,37.0,26.0,44.0,14.0,7.0,-12.0
426331,o3,high,unfair,25,1.0,-33.6,48.4,15.96,17.24,49.56,-31.16
426331,o3,low,fair,5,0.0,26.0,14.0,33.0,8.0,7.0,-6.0
426331,o3,low,unfair,25,1.0,-31.96,41.04,18.36,12.56,50.32,-28.48
426613,o3,high,fair,5,0.0,44.0,15.0,52.0,8.0,8.0,-7.0
426613,o3,high,unfair,25,0.92,-32.72,41.08,13.08,12.2,45.8,-28.88
426613,o3,low,fair,5,0.0,43.0,14.0,49.0,7.0,6.0,-7.0
426613,o3,low,unfair,25,0.96,-28.84,38.4,15.28,12.88,44.12,-25.52
429729,o3,high,fair,5,0.0,28.0,14.0,33.0,7.0,5.0,-7.0
429729,o3,high,unfair,25,0.04,-20.2,26.4,10.0,6.64,30.2,-19.76
429729,o3,low,fair,5,0.0,30.0,10.0,35.0,5.6,5.0,-4.4
429729,o3,low,unfair,25,0.56,-24.92,31.08,8.92,8.76,33.84,-22.32
430515,o3,high,fair,5,0.0,33.0,12.0,38.0,6.6,5.0,-5.4
430515,o3,high,unfair,25,0.72,-31.36,43.08,8.36,16.0,39.72,-27.08
430515,o3,low,fair,5,0.0,32.0,14.0,38.0,8.0,6.0,-6.0
430515,o3,low,unfair,25,1.0,-30.8,39.08,13.52,12.56,44.32,-26.52
430954,o3,high,fair,5,0.0,35.0,13.0,41.0,6.6,6.0,-6.4
430954,o3,high,unfair,25,0.96,-38.16,49.84,1.04,21.16,39.2,-28.68
430954,o3,low,fair,5,0.0,31.0,16.0,38.0,9.0,7.0,-7.0
430954,o3,low,unfair,25,1.0,-38.52,46.88,8.0,16.16,46.52,-30.72
435616,o3,high,fair,5,0.0,25.0,15.0,32.0,8.6,7.0,-6.4
435616,o3,high,unfair,25,0.88,-31.0,39.16,1.36,15.84,32.36,-23.32
435616,o3,low,fair,5,0.0,21.0,9.0,28.0,4.6,7.0,-4.4
435616,o3,low,unfair,25,1.0,-31.84,41.8,6.8,15.0,38.64,-26.8
435854,o3,high,fair,5,0.0,35.0,12.0,42.0,6.0,7.0,-6.0
435854,o3,high,unfair,25,0.44,-20.4,25.76,7.28,7.0,27.68,-18.76
435854,o3,low,fair,5,0.0,35.0,12.0,40.0,6.6,5.0,-5.4
435854,o3,low,unfair,25,0.88,-23.2,26.52,13.28,8.96,36.48,-17.56
436520,o3,high,fair,5,0.0,30.0,12.4,35.6,5.6,5.6,-6.8
436520,o3,high,unfair,25,0.88,-26.8,37.92,14.76,14.0,41.56,-23.92
436520,o3,low,fair,5,0.0,26.0,11.2,31.4,7.2,5.4,-4.0
436520,o3,low,unfair,25,0.92,-24.84,32.8,16.04,11.4,40.88,-21.4
437197,o3,high,fair,5,0.0,22.0,10.0,29.0,4.4,7.0,-5.6
437197,o3,high,unfair,25,0.08,-19.12,21.32,9.4,5.92,28.52,-15.4
437197,o3,low,fair,5,0.0,25.0,9.0,32.0,4.6,7.0,-4.4
437197,o3,low,unfair,25,0.72,-22.0,23.0,11.36,6.76,33.36,-16.24
437285,o3,high,fair,5,0.0,50.0,18.0,56.0,9.0,6.0,-9.0
437285,o3,high,unfair,25,0.92,-29.0,34.24,12.28,12.72,41.28,-21.52
437285,o3,low,fair,5,0.0,30.0,13.0,37.0,6.0,7.0,-7.0
437285,o3,low,unfair,25,1.0,-30.0,34.12,15.48,10.8,45.48,-23.32
439268,o3,high,fair,5,0.0,32.0,12.0,39.0,6.4,7.0,-5.6
439268,o3,high,unfair,25,0.84,-29.48,38.0,11.2,12.72,40.68,-25.28
439268,o3,low,fair,5,0.0,35.0,13.6,43.0,7.8,8.0,-5.8
439268,o3,low,unfair,25,1.0,-28.72,35.0,15.72,11.68,44.44,-23.32
439308,o3,high,fair,5,0.0,26.6,13.4,34.0,7.4,7.4,-6.0
439308,o3,high,unfair,25,0.04,-22.88,31.8,6.48,8.04,29.36,-23.76
439308,o3,low,fair,5,0.0,27.0,13.0,34.0,5.0,7.0,-8.0
439308,o3,low,unfair,25,0.68,-27.72,37.08,5.48,13.6,33.2,-23.48
441621,o3,high,fair,5,0.0,30.0,11.0,37.0,5.6,7.0,-5.4
441621,o3,high,unfair,25,0.0,-15.48,19.76,10.2,6.32,25.68,-13.44
441621,o3,low,fair,5,0.0,35.4,12.6,41.6,7.4,6.2,-5.2
441621,o3,low,unfair,25,0.2,-18.76,21.04,10.0,7.4,28.76,-13.64
443894,o3,high,fair,5,0.0,44.0,14.0,51.0,6.0,7.0,-8.0
443894,o3,high,unfair,25,0.92,-31.48,41.72,14.2,12.44,45.68,-29.28
443894,o3,low,fair,5,0.0,42.0,14.0,49.0,7.0,7.0,-7.0
443894,o3,low,unfair,25,1.0,-33.12,43.28,17.0,15.96,50.12,-27.32
447398,o3,high,fair,5,0.0,36.0,16.0,42.0,9.0,6.0,-7.0
447398,o3,high,unfair,25,0.92,-29.2,37.4,9.48,11.8,38.68,-25.6
447398,o3,low,fair,5,0.0,32.0,13.4,37.0,6.6,5.0,-6.8
447398,o3,low,unfair,25,1.0,-29.2,37.08,15.68,12.92,44.88,-24.16
447481,o3,high,fair,5,0.0,37.0,12.0,43.0,7.6,6.0,-4.4
447481,o3,high,unfair,25,0.92,-34.92,47.2,14.64,16.2,49.56,-31.0
447481,o3,low,fair,5,0.0,33.0,17.0,40.0,10.0,7.0,-7.0
447481,o3,low,unfair,25,1.0,-33.32,46.76,15.4,16.0,48.72,-30.76
447909,o3,high,fair,5,0.0,25.0,14.0,35.0,8.6,10.0,-5.4
447909,o3,high,unfair,25,0.96,-36.76,47.76,1.12,19.6,37.88,-28.16
447909,o3,low,fair,5,0.0,27.6,11.0,34.4,6.4,6.8,-4.6
447909,o3,low,unfair,25,1.0,-36.24,47.12,9.6,17.36,45.84,-29.76
450452,o3,high,fair,5,0.0,27.4,16.6,35.6,8.6,8.2,-8.0
450452,o3,high,unfair,25,0.96,-39.2,52.2,1.2,20.8,40.4,-31.4
450452,o3,low,fair,5,0.0,38.0,18.0,45.0,11.6,7.0,-6.4
450452,o3,low,unfair,25,1.0,-38.48,47.92,7.6,19.2,46.08,-28.72
450684,o3,high,fair,5,0.0,29.0,27.0,39.0,13.0,10.0,-14.0
450684,o3,high,unfair,25,0.88,-34.32,48.4,1.8,19.4,36.12,-29.0
450684,o3,low,fair,5,0.0,28.0,17.0,34.6,10.4,6.6,-6.6
450684,o3,low,unfair,25,1.0,-33.6,47.0,12.2,16.8,45.8,-30.2
451200,o3,high,fair,5,0.0,38.0,16.0,45.0,7.0,7.0,-9.0
451200,o3,high,unfair,25,0.92,-32.12,43.4,16.08,14.12,48.2,-29.28
451200,o3,low,fair,5,0.0,41.0,12.0,48.0,5.6,7.0,-6.4
451200,o3,low,unfair,25,1.0,-31.64,38.04,16.68,11.92,48.32,-26.12
455107,o3,high,fair,5,0.0,22.0,9.0,28.0,5.0,6.0,-4.0
455107,o3,high,unfair,25,0.08,-22.2,25.8,2.92,9.4,25.12,-16.4
455107,o3,low,fair,5,0.0,28.0,10.8,34.0,6.2,6.0,-4.6
455107,o3,low,unfair,25,0.64,-26.76,34.96,7.28,11.4,34.04,-23.56
455194,o3,high,fair,5,0.0,22.0,13.0,28.0,6.4,6.0,-6.6
455194,o3,high,unfair,25,0.76,-36.24,49.92,2.44,20.64,38.68,-29.28
455194,o3,low,fair,5,0.0,25.0,13.0,32.0,7.0,7.0,-6.0
455194,o3,low,unfair,25,1.0,-34.48,43.52,10.56,13.72,45.04,-29.8
455281,o3,high,fair,5,0.0,27.0,10.0,33.4,5.6,6.4,-4.4
455281,o3,high,unfair,25,0.0,-14.84,10.28,9.72,2.72,24.56,-7.56
455281,o3,low,fair,5,0.0,24.0,8.0,32.0,3.6,8.0,-4.4
455281,o3,low,unfair,25,0.16,-15.32,10.28,7.92,1.84,23.24,-8.44
455986,o3,high,fair,5,0.0,29.0,12.0,39.0,6.0,10.0,-6.0
455986,o3,high,unfair,25,0.56,-25.4,28.8,13.0,8.28,38.4,-20.52
455986,o3,low,fair,5,0.0,34.4,10.4,40.6,7.2,6.2,-3.2
455986,o3,low,unfair,25,0.88,-22.76,29.24,15.52,8.56,38.28,-20.68
457759,o3,high,fair,5,0.0,31.0,14.0,36.4,9.0,5.4,-5.0
457759,o3,high,unfair,25,0.8,-25.72,30.28,13.36,11.0,39.08,-19.28
457759,o3,low,fair,5,0.0,35.0,10.0,45.0,6.0,10.0,-4.0
457759,o3,low,unfair,25,0.96,-24.32,31.84,12.16,8.6,36.48,-23.24
458783,o3,high,fair,5,0.0,27.0,16.0,37.0,7.0,10.0,-9.0
458783,o3,high,unfair,25,0.92,-35.88,47.2,-4.28,18.4,31.6,-28.8
458783,o3,low,fair,5,0.0,25.6,17.0,34.0,8.0,8.4,-9.0
458783,o3,low,unfair,25,1.0,-34.6,45.0,8.28,16.44,42.88,-28.56
458917,o3,high,fair,5,0.0,33.0,11.0,41.0,6.0,8.0,-5.0
458917,o3,high,unfair,25,0.16,-22.12,25.12,8.4,8.72,30.52,-16.4
458917,o3,low,fair,5,0.0,24.0,11.4,31.0,6.6,7.0,-4.8
458917,o3,low,unfair,25,0.6,-23.4,28.0,10.4,9.12,33.8,-18.88
460037,o3,high,fair,5,0.0,36.0,16.0,42.0,8.0,6.0,-8.0
460037,o3,high,unfair,25,0.64,-30.52,42.8,5.12,17.32,35.64,-25.48
460037,o3,low,fair,5,0.0,37.0,17.0,44.0,9.0,7.0,-8.0
460037,o3,low,unfair,25,0.96,-31.0,39.44,8.56,13.92,39.56,-25.52
460039,o3,high,fair,5,0.0,33.0,10.0,39.0,5.4,6.0,-4.6
460039,o3,high,unfair,25,0.88,-32.12,41.6,3.48,14.32,35.6,-27.28
460039,o3,low,fair,5,0.0,30.6,14.4,38.6,6.4,8.0,-8.0
460039,o3,low,unfair,25,1.0,-30.32,38.16,9.48,12.44,39.8,-25.72
460429,o3,high,fair,5,0.0,29.0,16.4,37.0,8.0,8.0,-8.4
460429,o3,high,unfair,25,0.96,-32.92,42.68,5.8,17.04,38.72,-25.64
460429,o3,low,fair,5,0.0,30.0,18.0,37.0,8.0,7.0,-10.0
460429,o3,low,unfair,25,1.0,-34.96,44.28,12.16,15.0,47.12,-29.28
461704,o3,high,fair,5,0.0,25.6,20.4,35.0,11.2,9.4,-9.2
461704,o3,high,unfair,25,1.0,-38.52,53.2,9.96,21.12,48.48,-32.08
461704,o3,low,fair,5,0.0,31.0,14.4,37.6,8.2,6.6,-6.2
461704,o3,low,unfair,25,1.0,-36.68,47.32,10.64,18.16,47.32,-29.16
462610,o3,high,fair,5,0.0,29.0,14.0,39.0,7.0,10.0,-7.0
462610,o3,high,unfair,25,0.6,-31.52,47.48,6.88,16.32,38.4,-31.16
462610,o3,low,fair,5,0.0,32.0,17.0,39.0,9.0,7.0,-8.0
462610,o3,low,unfair,25,0.96,-31.08,42.84,13.24,15.6,44.32,-27.24
463590,o3,high,fair,5,0.0,29.0,13.0,35.0,7.6,6.0,-5.4
463590,o3,high,unfair,25,0.96,-31.8,42.4,11.0,15.08,42.8,-27.32
463590,o3,low,fair,5,0.0,32.0,12.0,38.0,5.0,6.0,-7.0
463590,o3,low,unfair,25,1.0,-31.36,38.16,16.8,11.76,48.16,-26.4
465387,o3,high,fair,5,0.0,35.0,13.6,43.0,7.0,8.0,-6.6
465387,o3,high,unfair,25,0.36,-19.96,20.0,10.4,6.12,30.36,-13.88
465387,o3,low,fair,5,0.0,36.4,12.6,42.6,6.4,6.2,-6.2
465387,o3,low,unfair,25,0.68,-19.2,18.48,12.12,5.48,31.32,-13.0
465538,o3,high,fair,5,0.0,28.0,13.0,34.0,6.0,6.0,-7.0
465538,o3,high,unfair,25,0.96,-32.8,41.4,8.76,15.2,41.56,-26.2
465538,o3,low,fair,5,0.0,29.0,13.0,35.0,8.0,6.0,-5.0
465538,o3,low,unfair,25,1.0,-34.08,40.52,13.4,12.88,47.48,-27.64
467159,o3,high,fair,5,0.0,34.0,14.0,43.0,8.0,9.0,-6.0
467159,o3,high,unfair,25,0.92,-30.28,38.0,7.8,12.68,38.08,-25.32
467159,o3,low,fair,5,0.0,32.0,12.0,37.0,6.4,5.0,-5.6
467159,o3,low,unfair,25,1.0,-31.2,36.52,15.8,12.8,47.0,-23.72
467560,o3,high,fair,5,0.0,24.6,11.0,30.4,5.6,5.8,-5.4
467560,o3,high,unfair,25,0.12,-24.0,30.32,9.16,9.4,33.16,-20.92
467560,o3,low,fair,5,0.0,27.0,11.0,34.0,5.0,7.0,-6.0
467560,o3,low,unfair,25,0.52,-21.36,28.0,13.68,8.48,35.04,-19.52
467990,o3,high,fair,5,0.0,34.0,15.0,39.0,8.0,5.0,-7.0
467990,o3,high,unfair,25,0.52,-23.88,33.0,4.68,10.4,28.56,-22.6
467990,o3,low,fair,5,0.0,29.0,11.0,34.0,5.0,5.0,-6.0
467990,o3,low,unfair,25,1.0,-27.2,32.6,4.88,13.4,32.08,-19.2
468356,o3,high,fair,5,0.0,37.0,14.6,42.0,7.8,5.0,-6.8
468356,o3,high,unfair,25,0.92,-29.92,38.0,12.8,10.0,42.72,-28.0
468356,o3,low,fair,5,0.0,29.6,9.4,35.2,5.4,5.6,-4.0
468356,o3,low,unfair,25,1.0,-28.2,33.32,15.16,8.92,43.36,-24.4
468528,o3,high,fair,5,0.0,40.0,16.0,47.0,8.0,7.0,-8.0
468528,o3,high,unfair,25,0.76,-28.04,32.04,12.16,11.44,40.2,-20.6
468528,o3,low,fair,5,0.0,26.0,11.0,34.0,6.0,8.0,-5.0
468528,o3,low,unfair,25,0.92,-29.88,36.32,15.52,12.68,45.4,-23.64
468869,o3,high,fair,5,0.0,27.0,15.0,34.0,6.0,7.0,-9.0
468869,o3,high,unfair,25,0.88,-36.0,46.68,3.88,19.0,39.88,-27.68
468869,o3,low,fair,5,0.0,37.0,21.0,46.0,11.0,9.0,-10.0
468869,o3,low,unfair,25,1.0,-36.56,47.96,13.6,17.8,50.16,-30.16
469240,o3,high,fair,5,0.0,33.0,15.0,41.0,7.0,8.0,-8.0
469240,o3,high,unfair,25,0.76,-26.32,33.36,13.4,10.68,39.72,-22.68
469240,o3,low,fair,5,0.0,35.0,15.0,42.0,9.0,7.0,-6.0
469240,o3,low,unfair,25,0.96,-27.84,30.32,16.48,9.08,44.32,-21.24
469811,o3,high,fair,5,0.0,29.0,13.0,36.0,7.6,7.0,-5.4
469811,o3,high,unfair,25,1.0,-31.8,38.44,11.0,13.8,42.8,-24.64
469811,o3,low,fair,5,0.0,31.0,13.0,38.0,7.0,7.0,-6.0
469811,o3,low,unfair,25,1.0,-28.6,36.0,14.12,11.08,42.72,-24.92
470511,o3,high,fair,5,0.0,36.0,18.0,45.0,10.0,9.0,-8.0
470511,o3,high,unfair,25,0.88,-33.6,46.6,12.68,17.92,46.28,-28.68
470511,o3,low,fair,5,0.0,38.0,15.6,44.6,9.4,6.6,-6.2
470511,o3,low,unfair,25,1.0,-33.92,43.4,19.24,16.8,53.16,-26.6
471735,o3,high,fair,5,0.0,34.0,20.0,41.0,9.0,7.0,-11.0
471735,o3,high,unfair,25,1.0,-37.28,52.12,-5.48,22.44,31.8,-29.68
471735,o3,low,fair,5,0.0,33.0,17.0,40.0,10.0,7.0,-7.0
471735,o3,low,unfair,25,1.0,-37.92,48.84,8.28,19.52,46.2,-29.32
472215,o3,high,fair,5,0.0,27.0,16.0,34.0,8.0,7.0,-8.0
472215,o3,high,unfair,25,0.96,-37.24,52.8,-4.4,23.0,32.84,-29.8
472215,o3,low,fair,5,0.0,25.4,14.0,33.0,7.0,7.6,-7.0
472215,o3,low,unfair,25,1.0,-36.4,41.88,4.4,16.32,40.8,-25.56
472537,o3,high,fair,5,0.0,32.0,17.0,42.4,9.6,10.4,-7.4
472537,o3,high,unfair,25,0.96,-37.0,53.44,11.68,22.0,48.68,-31.44
472537,o3,low,fair,5,0.0,28.0,18.0,36.0,10.0,8.0,-8.0
472537,o3,low,unfair,25,1.0,-37.2,52.0,13.52,20.6,50.72,-31.4
472574,o3,high,fair,5,0.0,25.0,19.0,33.0,7.0,8.0,-12.0
472574,o3,high,unfair,25,1.0,-42.2,57.8,-0.8,22.6,41.4,-35.2
472574,o3,low,fair,5,0.0,32.0,21.0,37.6,10.6,5.6,-10.4
472574,o3,low,unfair,25,1.0,-39.8,53.0,4.8,21.6,44.6,-31.4
472888,o3,high,fair,5,0.0,44.0,14.4,51.0,6.6,7.0,-7.8
472888,o3,high,unfair,25,0.88,-28.2,39.72,13.08,14.0,41.28,-25.72
472888,o3,low,fair,5,0.0,39.0,12.0,47.0,7.0,8.0,-5.0
472888,o3,low,unfair,25,0.96,-28.8,37.0,16.12,13.2,44.92,-23.8
473498,o3,high,fair,5,0.0,40.6,10.0,48.0,5.6,7.4,-4.4
473498,o3,high,unfair,25,0.84,-26.4,30.76,11.4,10.56,37.8,-20.2
473498,o3,low,fair,5,0.0,31.0,12.0,40.0,5.0,9.0,-7.0
473498,o3,low,unfair,25,1.0,-27.28,31.52,13.72,9.28,41.0,-22.24
474267,o3,high,fair,5,0.0,44.0,13.0,50.0,7.6,6.0,-5.4
474267,o3,high,unfair,25,0.88,-28.2,34.68,11.64,10.84,39.84,-23.84
474267,o3,low,fair,5,0.0,29.0,11.0,37.0,5.6,8.0,-5.4
474267,o3,low,unfair,25,1.0,-25.52,30.16,15.2,11.12,40.72,-19.04
474780,o3,high,fair,5,0.0,34.0,16.0,42.0,10.0,8.0,-6.0
474780,o3,high,unfair,25,1.0,-38.72,53.92,11.88,21.88,50.6,-32.04
474780,o3,low,fair,5,0.0,39.0,18.0,47.0,10.6,8.0,-7.4
474780,o3,low,unfair,25,0.96,-35.2,47.4,13.0,15.8,48.2,-31.6
475499,o3,high,fair,5,0.0,30.0,10.6,35.0,6.0,5.0,-4.6
475499,o3,high,unfair,25,0.6,-23.52,26.52,9.64,9.08,33.16,-17.44
475499,o3,low,fair,5,0.0,39.0,13.4,45.0,7.0,6.0,-6.4
475499,o3,low,unfair,25,0.88,-24.32,30.8,15.24,10.8,39.56,-20.0
477762,o3,high,fair,5,0.0,30.0,13.0,39.0,6.4,9.0,-6.6
477762,o3,high,unfair,25,0.88,-28.72,37.12,12.08,14.2,40.8,-22.92
477762,o3,low,fair,5,0.0,32.0,13.0,38.0,8.0,6.0,-5.0
477762,o3,low,unfair,25,1.0,-27.92,37.68,17.4,13.92,45.32,-23.76
478254,o3,high,fair,5,0.0,32.0,11.0,38.0,5.4,6.0,-5.6
478254,o3,high,unfair,25,0.0,-16.2,15.68,11.08,3.12,27.28,-12.56
478254,o3,low,fair,5,0.0,45.0,13.0,51.0,7.0,6.0,-6.0
478254,o3,low,unfair,25,0.16,-15.04,13.16,9.04,3.04,24.08,-10.12
481617,o3,high,fair,5,0.0,34.0,12.0,40.0,5.0,6.0,-7.0
481617,o3,high,unfair,25,0.64,-26.8,30.8,9.04,10.84,35.84,-19.96
481617,o3,low,fair,5,0.0,31.0,14.0,37.0,7.0,6.0,-7.0
481617,o3,low,unfair,25,0.84,-28.08,33.32,11.8,9.48,39.88,-23.84
482894,o3,high,fair,5,0.0,43.0,12.0,48.0,6.0,5.0,-6.0
482894,o3,high,unfair,25,0.96,-30.8,40.8,7.4,14.2,38.2,-26.6
482894,o3,low,fair,5,0.0,33.0,12.0,41.0,6.0,8.0,-6.0
482894,o3,low,unfair,25,1.0,-30.24,36.28,14.76,11.4,45.0,-24.88
482996,o3,high,fair,5,0.0,39.0,17.0,46.0,11.0,7.0,-6.0
482996,o3,high,unfair,25,1.0,-31.52,38.08,12.48,11.92,44.0,-26.16
482996,o3,low,fair,5,0.0,33.0,13.0,38.0,5.0,5.0,-8.0
482996,o3,low,unfair,25,1.0,-32.84,35.84,17.88,12.72,50.72,-23.12
485065,o3,high,fair,5,0.0,25.6,15.4,34.8,8.0,9.2,-7.4
485065,o3,high,unfair,25,0.88,-37.2,51.6,-2.08,23.4,35.12,-28.2
485065,o3,low,fair,5,0.0,29.0,20.0,37.0,11.0,8.0,-9.0
485065,o3,low,unfair,25,1.0,-37.6,48.8,4.48,18.16,42.08,-30.64
485239,o3,high,fair,5,0.0,27.0,14.0,36.0,5.0,9.0,-9.0
485239,o3,high,unfair,25,0.88,-38.6,55.0,0.4,19.8,39.0,-35.2
485239,o3,low,fair,5,0.0,23.0,18.0,31.0,10.0,8.0,-8.0
485239,o3,low,unfair,25,1.0,-38.6,53.68,8.2,19.12,46.8,-34.56
487090,o3,high,fair,5,0.0,26.0,14.0,32.6,6.0,6.6,-8.0
487090,o3,high,unfair,25,0.76,-34.04,45.4,-2.8,18.08,31.24,-27.32
487090,o3,low,fair,5,0.0,33.0,20.0,40.4,10.4,7.4,-9.6
487090,o3,low,unfair,25,1.0,-34.84,40.76,5.16,16.6,40.0,-24.16
487130,o3,high,fair,5,0.0,26.2,18.8,35.0,9.2,8.8,-9.6
487130,o3,high,unfair,25,0.36,-29.24,40.4,0.8,16.2,30.04,-24.2
487130,o3,low,fair,5,0.0,32.0,14.0,39.0,8.0,7.0,-6.0
487130,o3,low,unfair,25,0.68,-32.6,41.6,3.88,16.72,36.48,-24.88
487594,o3,high,fair,5,0.0,30.0,11.0,37.0,8.0,7.0,-3.0
487594,o3,high,unfair,25,0.64,-26.76,33.12,11.12,10.6,37.88,-22.52
487594,o3,low,fair,5,0.0,34.0,11.0,39.0,6.0,5.0,-5.0
487594,o3,low,unfair,25,0.96,-27.48,35.6,16.0,11.68,43.48,-23.92
490529,o3,high,fair,5,0.0,29.0,11.0,35.0,5.0,6.0,-6.0
490529,o3,high,unfair,25,0.44,-20.44,22.44,8.4,6.64,28.84,-15.8
490529,o3,low,fair,5,0.0,40.0,10.0,48.0,5.6,8.0,-4.4
490529,o3,low,unfair,25,0.84,-19.92,22.52,11.36,8.28,31.28,-14.24
490616,o3,high,fair,5,0.0,25.0,10.0,31.0,5.4,6.0,-4.6
490616,o3,high,unfair,25,0.88,-28.64,39.48,14.4,11.36,43.04,-28.12
490616,o3,low,fair,5,0.0,30.0,11.4,37.0,6.8,7.0,-4.6
490616,o3,low,unfair,25,1.0,-29.52,39.48,16.6,13.64,46.12,-25.84
491783,o3,high,fair,5,0.0,30.0,9.0,35.4,4.6,5.4,-4.4
491783,o3,high,unfair,25,0.72,-24.84,30.44,9.76,9.4,34.6,-21.04
491783,o3,low,fair,5,0.0,28.6,11.4,37.0,6.6,8.4,-4.8
491783,o3,low,unfair,25,0.96,-28.6,31.16,14.48,8.72,43.08,-22.44
494770,o3,high,fair,5,0.0,42.0,14.0,48.0,8.0,6.0,-6.0
494770,o3,high,unfair,25,0.72,-29.48,39.6,12.08,13.48,41.56,-26.12
494770,o3,low,fair,5,0.0,47.0,16.6,54.0,10.4,7.0,-6.2
494770,o3,low,unfair,25,0.96,-28.28,35.8,17.0,11.32,45.28,-24.48
495564,o3,high,fair,5,0.0,37.0,12.6,44.0,6.8,7.0,-5.8
495564,o3,high,unfair,25,0.88,-30.08,42.4,9.0,16.0,39.08,-26.4
495564,o3,low,fair,5,0.0,34.0,14.0,41.0,8.0,7.0,-6.0
495564,o3,low,unfair,25,1.0,-32.12,41.12,12.56,14.28,44.68,-26.84
495825,o3,high,fair,5,0.0,35.0,11.0,41.0,7.0,6.0,-4.0
495825,o3,high,unfair,25,0.64,-26.24,36.96,11.56,12.4,37.8,-24.56
495825,o3,low,fair,5,0.0,26.0,10.0,33.0,4.4,7.0,-5.6
495825,o3,low,unfair,25,0.96,-28.8,35.0,17.32,11.12,46.12,-23.88
495862,o3,high,fair,5,0.0,28.0,9.6,36.6,4.8,8.6,-4.8
495862,o3,high,unfair,25,0.92,-29.4,42.48,15.12,14.6,44.52,-27.88
495862,o3,low,fair,5,0.0,31.0,19.0,37.0,11.0,6.0,-8.0
495862,o3,low,unfair,25,1.0,-29.6,40.6,17.4,16.6,47.0,-24.0
496599,o3,high,fair,5,0.0,24.0,13.0,29.0,6.4,5.0,-6.6
496599,o3,high,unfair,25,0.96,-34.92,47.4,-1.04,19.92,33.88,-27.48
496599,o3,low,fair,5,0.0,28.0,13.4,35.0,7.6,7.0,-5.8
496599,o3,low,unfair,25,1.0,-35.28,49.0,7.72,17.4,43.0,-31.6
496829,o3,high,fair,5,0.0,31.0,11.6,38.4,5.6,7.4,-6.0
496829,o3,high,unfair,25,0.0,-16.6,16.28,10.2,4.92,26.8,-11.36
496829,o3,low,fair,5,0.0,31.0,13.0,35.0,7.0,4.0,-6.0
496829,o3,low,unfair,25,0.36,-20.24,23.12,11.52,6.88,31.76,-16.24
497250,o3,high,fair,5,0.0,31.0,9.4,38.0,5.2,7.0,-4.2
497250,o3,high,unfair,25,1.0,-29.92,40.48,9.92,14.72,39.84,-25.76
497250,o3,low,fair,5,0.0,32.0,10.0,40.0,5.2,8.0,-4.8
497250,o3,low,unfair,25,1.0,-29.72,37.88,16.72,12.6,46.44,-25.28
499919,o3,high,fair,5,0.0,25.0,18.0,33.0,9.0,8.0,-9.0
499919,o3,high,unfair,25,0.92,-36.8,54.2,0.2,21.6,37.0,-32.6
499919,o3,low,fair,5,0.0,24.0,12.0,30.6,7.0,6.6,-5.0
499919,o3,low,unfair,25,1.0,-37.32,46.28,2.16,17.96,39.48,-28.32
