participant_id,group,cost_level,fairness_group,n_trials,choice_mean,AA_valence_mean,AA_arousal_mean,AC_valence_mean,AC_arousal_mean,EmoFDBK_valence_mean,EmoFDBK_arousal_mean
998990,human,high,unfair,25,0.36,-4.36,2.96,14.2,19.04,9.6,12.92
998990,human,low,fair,5,0.0,16.0,6.4,7.2,37.6,10.6,32.2
998990,human,low,unfair,25,0.6,-4.64,2.4,17.76,31.84,18.84,26.4
998991,human,high,fair,5,0.0,8.0,1.2,-15.4,-0.4,-15.4,-0.4
998991,human,high,unfair,25,0.44,-6.96,1.96,25.36,19.84,25.44,19.68
998991,human,low,fair,5,0.0,15.8,4.2,19.0,-11.0,19.2,-11.0
998991,human,low,unfair,25,0.56,-3.24,1.32,11.76,26.72,11.72,26.68
998992,human,high,fair,5,0.0,-6.8,-22.2,16.2,23.0,12.6,23.0
998992,human,high,unfair,25,0.0,-6.36,-23.36,18.64,31.32,13.84,31.28
998992,human,low,fair,5,0.4,15.8,0.2,7.8,46.0,2.4,46.0
998992,human,low,unfair,25,0.6,4.84,-3.04,1.24,10.04,-3.08,10.0
998993,human,high,fair,5,0.0,9.2,9.0,-23.0,9.8,-28.4,8.8
998993,human,high,unfair,25,0.0,-4.32,4.88,5.64,11.96,0.2,11.4
998993,human,low,fair,5,0.0,11.2,9.4,12.2,-28.8,8.8,-29.0
998993,human,low,unfair,25,0.0,-2.84,0.76,4.4,37.52,0.64,37.0
998994,human,high,fair,5,0.0,22.4,11.6,5.0,38.6,5.2,35.0
998994,human,high,unfair,25,0.44,-10.12,3.48,19.08,42.96,20.48,40.0
998994,human,low,fair,5,0.0,17.6,5.2,-6.4,36.4,-3.0,34.2
998994,human,low,unfair,25,0.64,-8.6,1.36,16.68,35.52,17.28,32.28
998995,human,high,fair,5,0.0,18.8,4.4,47.6,25.0,51.0,21.4
998995,human,high,unfair,25,0.0,-4.88,-2.8,13.68,32.28,18.36,30.8
998995,human,low,fair,5,0.0,21.8,-4.2,45.4,-0.8,46.6,-2.4
998995,human,low,unfair,25,0.0,7.24,-8.0,19.96,45.16,19.8,43.32
998996,human,high,fair,5,0.0,13.0,0.0,3.8,18.8,8.8,45.0
998996,human,high,unfair,25,0.0,12.64,-0.04,11.8,25.76,18.52,48.32
998996,human,low,fair,5,0.0,13.2,0.0,27.6,17.0,16.2,20.8
998996,human,low,unfair,25,0.0,12.04,0.0,28.16,17.32,22.44,19.56
998997,human,high,fair,5,0.0,11.6,-12.0,32.0,-27.4,32.4,-28.6
998997,human,high,unfair,25,0.0,11.52,-12.36,19.16,16.28,19.68,13.88
998997,human,low,fair,5,0.0,2.4,-2.4,27.6,66.4,33.4,60.8
998997,human,low,unfair,25,0.2,10.64,-10.96,10.56,16.64,11.88,11.08
998998,human,high,fair,5,0.0,0.4,0.0,12.6,-4.2,9.8,-6.2
998998,human,high,unfair,25,0.56,-3.92,-3.52,30.12,34.2,35.76,32.2
998998,human,low,fair,5,0.0,0.2,-8.2,49.0,60.6,50.8,57.4
998998,human,low,unfair,25,0.88,-4.16,-7.96,15.16,18.08,20.44,12.92
998999,human,high,fair,5,0.0,18.8,17.2,52.4,82.2,56.6,81.8
998999,human,high,unfair,25,0.72,-9.44,5.0,12.56,23.08,12.84,25.08
998999,human,low,fair,5,0.0,18.0,13.8,13.0,26.4,9.6,32.6
998999,human,low,unfair,25,0.52,-2.68,4.04,15.08,8.04,4.16,15.64
999000,human,high,fair,5,0.0,16.4,18.8,17.4,-11.2,5.4,-11.0
999000,human,high,unfair,25,0.28,-3.56,-0.8,13.96,32.4,1.12,32.4
999000,human,low,fair,5,0.0,15.0,12.2,46.2,42.0,34.8,42.0
999000,human,low,unfair,25,0.4,-1.2,2.64,18.4,17.08,6.0,17.08
999001,human,high,fair,5,0.0,17.6,9.6,14.6,20.2,1.4,33.6
999001,human,high,unfair,25,0.16,-9.28,-1.72,16.4,4.52,5.2,16.6
999001,human,low,fair,5,0.0,22.6,14.6,2.2,12.8,-7.6,22.6
999001,human,low,unfair,25,0.52,-16.04,-0.92,9.88,41.48,0.72,50.96
999002,human,high,fair,5,0.0,8.0,0.2,39.4,37.4,45.2,49.0
999002,human,high,unfair,25,0.52,-1.04,3.36,16.8,10.24,19.76,17.52
999002,human,low,fair,5,0.0,2.6,0.2,-0.2,16.4,3.0,20.0
999002,human,low,unfair,25,0.68,0.96,3.04,21.68,35.84,24.88,38.64
999003,human,high,fair,5,0.0,0.2,0.0,22.0,16.4,18.6,7.4
999003,human,high,unfair,25,0.12,-9.24,4.76,17.04,25.36,23.4,18.72
999003,human,low,fair,5,0.0,0.2,-0.4,25.0,26.6,29.8,21.8
999003,human,low,unfair,25,0.8,-15.44,3.04,7.56,30.16,5.68,24.32
999004,human,high,fair,5,0.0,25.2,5.2,-1.0,22.6,-2.4,19.0
999004,human,high,unfair,25,0.4,-4.84,5.12,8.32,11.36,6.8,7.0
999004,human,low,fair,5,0.0,27.0,5.2,25.8,44.8,24.8,38.6
999004,human,low,unfair,25,0.72,-4.08,4.6,25.12,27.68,25.6,25.96
999005,human,high,fair,5,0.0,0.8,2.2,39.6,52.4,54.6,50.8
999005,human,high,unfair,25,0.48,1.04,-3.72,5.12,26.6,13.64,24.92
999005,human,low,fair,5,0.0,5.2,1.6,1.6,26.2,6.2,35.2
999005,human,low,unfair,25,0.48,0.28,-0.76,12.44,39.52,17.28,37.52
999006,human,high,fair,5,0.0,16.8,-19.8,1.8,5.2,1.4,2.8
999006,human,high,unfair,25,0.0,-6.08,-21.0,16.56,8.24,15.16,5.64
999006,human,low,fair,5,0.0,19.4,-16.8,14.6,22.4,13.8,19.2
999006,human,low,unfair,25,0.32,-15.64,-18.24,17.28,17.2,16.88,14.44
999007,human,high,fair,5,0.0,12.6,0.0,21.4,33.6,23.8,34.2
999007,human,high,unfair,25,0.0,12.72,0.08,9.08,31.04,17.8,26.16
999007,human,low,fair,5,0.0,13.0,0.0,18.2,10.2,25.8,9.0
999007,human,low,unfair,25,0.2,12.88,-0.04,18.6,15.72,32.48,13.0
999008,human,high,fair,5,0.0,0.4,0.4,-15.2,38.8,-10.4,33.6
999008,human,high,unfair,25,0.12,-2.24,-0.8,33.08,31.24,31.92,26.12
999008,human,low,fair,5,0.0,-1.8,1.0,30.2,46.8,27.4,42.4
999008,human,low,unfair,25,0.48,-8.92,2.88,14.8,12.88,14.04,8.12
999009,human,high,fair,5,0.0,0.8,-6.8,-3.6,17.8,-3.8,22.8
999009,human,high,unfair,25,0.12,-0.08,-12.24,38.32,29.84,37.16,32.12
999009,human,low,fair,5,0.0,0.0,-8.6,-4.8,32.6,-5.6,35.8
999009,human,low,unfair,25,0.4,0.36,-9.36,16.68,14.6,15.52,14.4
999010,human,high,fair,5,0.8,-2.2,-2.8,25.4,-30.2,20.6,-11.6
999010,human,high,unfair,25,0.68,-2.6,-6.0,8.88,24.16,21.6,42.04
999010,human,low,fair,5,0.4,-13.8,-14.0,15.6,-44.0,28.8,-23.4
999010,human,low,unfair,25,0.44,-1.92,-6.32,18.88,33.4,18.96,54.24
999011,human,high,fair,5,0.0,22.4,-22.2,38.0,-37.0,25.4,-37.2
999011,human,high,unfair,25,0.0,-0.88,-20.48,22.24,38.92,9.52,38.88
999011,human,low,fair,5,0.0,22.0,-22.8,30.8,16.6,17.8,16.6
999011,human,low,unfair,25,0.2,17.0,-19.24,20.4,22.6,7.52,22.64
999012,human,high,fair,5,0.0,15.8,11.8,33.6,18.2,34.8,17.0
999012,human,high,unfair,25,0.32,-9.24,4.12,12.52,18.28,14.44,19.24
999012,human,low,fair,5,0.2,17.6,14.0,7.8,26.0,18.2,23.4
999012,human,low,unfair,25,0.56,-13.92,0.88,6.28,8.48,13.48,5.92
999013,human,high,fair,5,0.0,13.0,7.0,38.4,3.4,38.2,15.2
999013,human,high,unfair,25,0.08,-6.96,0.52,7.2,4.0,7.16,15.24
999013,human,low,fair,5,0.2,7.4,-11.2,17.0,12.0,17.0,21.8
999013,human,low,unfair,25,0.64,-6.92,-2.56,19.96,29.72,19.6,38.84
999014,human,high,fair,5,0.0,11.0,8.8,25.4,71.4,33.0,75.8
999014,human,high,unfair,25,0.36,9.36,-2.04,13.32,40.76,16.48,49.0
999014,human,low,fair,5,0.0,13.2,13.0,7.6,44.8,8.4,51.6
999014,human,low,unfair,25,0.84,13.68,-5.16,26.28,30.2,29.16,35.4
999015,human,high,fair,5,0.0,0.0,-0.2,8.0,4.0,9.4,23.6
999015,human,high,unfair,25,0.0,-19.08,2.44,28.0,38.4,24.12,59.4
999015,human,low,fair,5,0.2,0.2,-0.6,29.4,54.8,11.8,74.6
999015,human,low,unfair,25,0.24,-11.4,-0.04,16.96,37.48,-0.92,57.32
999016,human,high,fair,5,0.0,-4.4,-6.0,42.0,45.2,44.0,42.2
999016,human,high,unfair,25,0.0,-6.32,-7.64,20.32,28.32,26.0,22.44
999016,human,low,fair,5,0.0,-7.2,-8.0,37.8,41.6,42.2,41.6
999016,human,low,unfair,25,0.08,-10.08,-9.04,20.48,25.52,30.0,21.84
999017,human,high,fair,5,0.0,19.8,-4.4,38.4,26.4,42.2,39.0
999017,human,high,unfair,25,0.0,1.6,-19.8,7.0,0.44,11.68,2.72
999017,human,low,fair,5,0.0,10.0,4.6,22.8,26.2,23.2,31.6
999017,human,low,unfair,25,0.2,-0.52,-15.88,22.48,25.2,26.76,22.2
999018,human,high,fair,5,0.4,-8.6,-16.4,16.6,0.0,1.6,4.6
999018,human,high,unfair,25,0.28,4.68,-18.64,27.76,48.96,14.44,50.6
999018,human,low,fair,5,0.8,-15.0,-20.8,17.4,22.2,7.6,21.0
999018,human,low,unfair,25,0.6,0.6,-18.96,14.6,16.8,5.0,17.32
999019,human,high,fair,5,0.0,23.2,10.6,-1.2,72.0,6.4,72.2
999019,human,high,unfair,25,0.28,-3.28,0.64,27.12,20.28,36.96,20.4
999019,human,low,fair,5,0.0,18.0,9.6,12.0,26.8,30.0,23.8
999019,human,low,unfair,25,0.6,-9.64,-1.96,12.44,19.12,27.92,17.32
999020,human,high,fair,5,0.4,20.8,0.8,33.8,41.4,39.0,48.6
999020,human,high,unfair,25,0.32,4.08,-0.4,18.24,40.48,24.4,47.88
999020,human,low,fair,5,0.0,9.8,0.0,40.6,-7.4,52.0,3.8
999020,human,low,unfair,25,0.84,-6.12,0.08,18.92,23.84,28.16,32.24
999021,human,high,fair,5,0.0,5.0,4.6,5.4,36.8,4.0,44.6
999021,human,high,unfair,25,0.0,1.96,1.92,26.28,27.96,25.08,41.36
999021,human,low,fair,5,0.0,4.0,4.2,41.2,54.6,42.2,72.2
999021,human,low,unfair,25,0.2,1.8,2.4,12.12,17.92,6.36,35.08
999022,human,high,fair,5,0.0,12.0,9.4,25.2,36.2,30.2,58.4
999022,human,high,unfair,25,0.0,10.8,-3.92,9.24,22.44,10.64,41.12
999022,human,low,fair,5,0.0,14.0,7.0,23.8,17.6,22.4,40.0
999022,human,low,unfair,25,0.52,-1.12,-5.48,11.44,10.64,8.76,28.08
999023,human,high,fair,5,0.0,5.0,1.0,13.4,42.8,25.0,46.2
999023,human,high,unfair,25,0.0,-3.44,0.68,16.04,32.36,19.76,31.72
999023,human,low,fair,5,0.0,17.2,1.0,6.4,47.4,0.8,43.8
999023,human,low,unfair,25,0.48,-0.56,-0.76,20.72,0.4,20.48,-1.64
999024,human,high,fair,5,0.0,-22.0,-20.8,27.6,79.0,32.8,78.8
999024,human,high,unfair,25,0.0,-26.76,-16.96,22.52,22.2,25.64,22.16
999024,human,low,fair,5,0.2,-15.6,-11.0,-5.6,11.2,-4.6,10.8
999024,human,low,unfair,25,0.12,-20.36,11.68,27.16,12.28,18.72,12.6
999025,human,high,fair,5,0.0,8.8,8.6,25.2,38.0,23.4,36.0
999025,human,high,unfair,25,0.28,6.88,7.92,13.52,30.72,11.28,27.88
999025,human,low,fair,5,0.0,7.8,8.2,37.0,68.0,35.2,66.2
999025,human,low,unfair,25,0.68,7.28,7.48,6.44,21.4,3.84,18.92
999026,human,high,fair,5,0.0,14.8,-8.4,31.4,36.6,22.4,35.2
999026,human,high,unfair,25,0.28,-11.24,7.88,9.84,41.44,9.96,45.8
999026,human,low,fair,5,0.0,0.4,0.8,55.4,-32.8,43.6,-35.6
999026,human,low,unfair,25,0.28,-0.48,4.52,25.44,24.24,14.6,26.84
999027,human,high,fair,5,0.0,22.2,19.8,16.4,-23.6,20.8,-24.2
999027,human,high,unfair,25,0.56,-9.24,-11.08,20.28,31.44,21.84,30.68
999027,human,low,fair,5,0.0,21.2,18.8,12.2,27.2,13.6,27.8
999027,human,low,unfair,25,0.56,-5.44,-6.04,10.56,21.96,7.4,22.4
999028,human,high,fair,5,0.0,5.2,-0.2,27.8,83.8,60.4,68.4
999028,human,high,unfair,25,0.28,2.12,-3.12,11.0,24.8,27.96,18.4
999028,human,low,fair,5,0.0,-2.4,-9.8,30.6,21.4,54.0,44.2
999028,human,low,unfair,25,0.72,-4.4,-7.24,5.52,6.72,32.0,23.28
999029,human,high,fair,5,0.0,7.4,1.6,26.6,-2.2,19.4,-10.6
999029,human,high,unfair,25,0.0,7.36,7.28,3.64,22.84,-3.76,15.4
999029,human,low,fair,5,0.0,8.0,4.8,13.4,57.2,6.4,50.0
999029,human,low,unfair,25,0.24,5.04,3.12,24.64,28.36,17.4,20.16
999030,human,high,fair,5,0.0,4.8,-14.2,28.6,45.2,32.6,44.6
999030,human,high,unfair,25,0.8,-5.4,-14.4,25.92,4.88,25.52,0.32
999030,human,low,fair,5,0.0,2.2,-14.6,-5.8,-11.4,5.8,-22.8
999030,human,low,unfair,25,0.96,-7.64,-14.48,10.2,46.48,16.16,42.56
999031,human,high,fair,5,0.2,2.2,-2.6,20.0,-6.8,25.0,-1.8
999031,human,high,unfair,25,0.56,3.68,-6.32,14.52,11.48,14.72,12.76
999031,human,low,fair,5,0.6,7.0,4.4,16.4,21.8,20.2,27.4
999031,human,low,unfair,25,0.48,-5.32,-12.48,9.12,26.08,13.16,32.08
999032,human,high,fair,5,0.0,6.8,-24.2,7.6,-28.6,2.4,-25.8
999032,human,high,unfair,25,0.0,-3.92,-18.8,29.96,27.04,27.84,29.64
999032,human,low,fair,5,0.0,4.4,-22.6,14.6,60.2,17.8,68.8
999032,human,low,unfair,25,0.64,-5.8,-22.52,18.96,4.88,23.2,12.36
999033,human,high,fair,5,0.0,20.0,12.8,4.6,6.6,-2.4,2.8
999033,human,high,unfair,25,0.36,-7.24,2.28,18.2,31.56,12.96,28.24
999033,human,low,fair,5,0.2,16.4,12.6,10.0,27.2,4.0,26.0
999033,human,low,unfair,25,0.68,-7.12,0.76,21.12,25.04,13.48,17.68
999034,human,high,fair,5,0.0,6.0,-16.6,-2.8,57.4,2.4,72.4
999034,human,high,unfair,25,0.56,18.2,-1.92,8.28,10.88,14.44,25.28
999034,human,low,fair,5,0.0,16.4,-10.6,30.2,80.4,36.0,95.2
999034,human,low,unfair,25,0.48,8.04,-9.72,22.12,16.6,25.4,30.88
999035,human,high,fair,5,0.0,0.2,0.2,-14.0,33.2,-9.0,44.0
999035,human,high,unfair,25,0.64,0.04,0.04,9.8,34.16,12.72,43.6
999035,human,low,fair,5,0.0,-0.6,0.2,60.8,11.8,57.4,17.8
999035,human,low,unfair,25,0.8,0.0,0.2,10.24,14.84,6.8,20.48
999036,human,high,fair,5,0.0,14.6,16.2,2.2,27.8,3.6,50.4
999036,human,high,unfair,25,0.0,-12.48,5.48,7.8,7.84,12.44,30.36
999036,human,low,fair,5,0.0,25.0,27.2,0.8,22.6,6.6,41.2
999036,human,low,unfair,25,0.52,-9.12,3.76,0.76,10.12,2.16,30.04
999037,human,high,fair,5,0.0,6.2,6.4,21.8,-10.0,33.4,-9.0
999037,human,high,unfair,25,0.64,-10.76,-12.72,18.4,35.12,19.92,31.64
999037,human,low,fair,5,0.0,4.6,5.6,23.8,37.0,21.4,28.0
999037,human,low,unfair,25,0.76,-10.6,-12.92,12.64,21.32,16.36,18.28
999038,human,high,fair,5,0.0,-0.2,-0.2,-4.8,80.2,-19.0,82.2
999038,human,high,unfair,25,0.0,-0.08,0.16,27.04,16.72,10.48,21.56
999038,human,low,fair,5,0.2,0.0,0.0,16.4,13.4,5.4,29.2
999038,human,low,unfair,25,0.4,-0.04,-0.04,22.76,30.6,13.64,39.28
999039,human,high,fair,5,0.6,-2.4,-3.8,10.2,50.6,9.6,50.6
999039,human,high,unfair,25,0.32,-6.08,2.2,18.16,12.16,18.2,12.08
999039,human,low,fair,5,0.8,-0.2,0.0,19.0,24.0,19.2,23.8
999039,human,low,unfair,25,0.68,-0.04,-0.52,16.76,44.88,16.84,44.68
999040,human,high,fair,5,0.0,6.6,7.2,-6.8,41.0,-8.0,30.6
999040,human,high,unfair,25,0.0,5.36,6.04,16.6,26.24,20.96,19.12
999040,human,low,fair,5,0.0,6.4,7.0,-1.6,6.4,-3.4,0.6
999040,human,low,unfair,25,0.16,4.4,4.92,9.08,28.64,19.0,21.08
999041,human,high,fair,5,0.0,4.6,-6.6,3.4,91.0,8.8,98.4
999041,human,high,unfair,25,0.28,10.84,-2.28,19.68,22.96,28.28,33.28
999041,human,low,fair,5,0.2,7.8,-11.8,11.6,52.4,22.8,66.4
999041,human,low,unfair,25,0.56,13.16,-4.04,25.0,32.36,32.28,41.0
999042,human,high,fair,5,0.0,0.0,-1.8,6.4,-4.4,6.8,-4.4
999042,human,high,unfair,25,0.04,-4.64,0.76,22.84,22.92,22.88,22.8
999042,human,low,fair,5,0.0,0.0,-7.6,10.2,32.6,10.0,32.6
999042,human,low,unfair,25,0.44,-5.16,-1.16,21.28,21.24,21.36,21.28
999043,human,high,fair,5,0.0,21.0,19.8,23.0,24.2,24.0,24.2
999043,human,high,unfair,25,0.0,8.92,8.16,25.36,6.68,25.24,7.2
999043,human,low,fair,5,0.0,12.0,11.8,30.2,4.8,37.2,-1.4
999043,human,low,unfair,25,0.24,1.28,1.8,17.2,28.8,22.36,28.6
999044,human,high,fair,5,0.0,26.8,-16.0,21.0,39.6,16.6,35.0
999044,human,high,unfair,25,0.2,-12.48,-10.28,9.92,33.36,5.12,27.96
999044,human,low,fair,5,0.0,17.6,2.6,-1.2,38.2,-6.8,31.6
999044,human,low,unfair,25,0.76,-14.0,-4.96,14.76,38.8,9.2,32.64
999045,human,high,fair,5,0.0,-11.2,-8.6,18.4,29.6,6.4,33.2
999045,human,high,unfair,25,0.6,7.64,9.0,28.08,27.44,18.72,30.32
999045,human,low,fair,5,0.0,20.0,12.0,16.6,36.0,1.8,41.4
999045,human,low,unfair,25,0.8,-13.28,11.08,5.68,34.76,-6.08,40.08
999046,human,high,fair,5,0.0,0.4,-21.4,16.8,-46.6,18.6,-45.8
999046,human,high,unfair,25,0.0,-1.76,-22.56,9.2,31.64,13.48,31.08
999046,human,low,fair,5,0.0,3.0,-1.4,20.6,9.0,28.8,8.4
999046,human,low,unfair,25,0.16,1.28,-2.6,12.16,24.04,15.68,26.84
999047,human,high,fair,5,0.0,18.4,-4.0,-27.2,55.8,-38.4,45.4
999047,human,high,unfair,25,0.48,-5.92,-4.92,19.68,27.84,8.8,17.8
999047,human,low,fair,5,0.0,19.4,-21.6,-8.0,8.8,-11.2,5.8
999047,human,low,unfair,25,0.76,-10.16,-4.88,21.84,12.0,18.8,8.44
999048,human,high,fair,5,0.0,6.8,0.6,31.0,16.0,36.2,20.4
999048,human,high,unfair,25,0.0,-7.16,0.76,18.6,-11.44,28.04,-7.88
999048,human,low,fair,5,0.0,13.0,2.2,14.8,44.0,30.4,52.6
999048,human,low,unfair,25,0.16,-11.2,2.12,13.68,37.24,17.68,49.0
999049,human,high,fair,5,0.0,14.6,-4.8,26.8,38.0,20.2,30.2
999049,human,high,unfair,25,0.0,-13.08,-5.88,19.16,33.36,15.08,27.64
999049,human,low,fair,5,0.0,14.0,-4.6,22.8,8.4,18.0,-1.2
999049,human,low,unfair,25,0.12,-15.64,-2.6,20.0,36.8,30.24,25.24
999050,human,high,fair,5,0.0,9.6,3.2,-26.0,11.4,-28.6,11.8
999050,human,high,unfair,25,0.44,-3.08,-4.0,4.0,8.56,2.64,11.36
999050,human,low,fair,5,0.0,13.0,4.6,30.2,23.8,31.8,46.2
999050,human,low,unfair,25,0.8,-5.88,-1.72,9.56,21.36,10.92,43.72
999051,human,high,fair,5,0.0,16.4,-1.4,29.4,27.4,27.2,43.4
999051,human,high,unfair,25,0.32,3.52,-16.32,9.04,30.08,15.76,36.08
999051,human,low,fair,5,0.4,21.6,-1.6,42.2,-5.0,49.6,0.8
999051,human,low,unfair,25,0.56,12.32,-8.2,28.76,20.44,29.52,25.0
999052,human,high,fair,5,0.0,14.6,-5.2,26.2,2.8,34.0,0.6
999052,human,high,unfair,25,0.0,-4.16,-7.44,11.4,23.44,18.44,21.32
999052,human,low,fair,5,0.0,11.4,-1.2,20.8,34.2,27.2,33.6
999052,human,low,unfair,25,0.12,-0.48,-2.0,16.44,47.8,20.96,47.04
999053,human,high,fair,5,0.0,9.2,-5.0,-1.8,51.0,3.0,54.4
999053,human,high,unfair,25,0.48,1.4,0.24,7.12,40.44,16.32,46.6
999053,human,low,fair,5,0.0,3.8,-5.0,-10.2,80.4,-2.6,84.6
999053,human,low,unfair,25,0.64,0.12,0.48,10.4,9.56,21.72,12.24
999054,human,high,fair,5,0.0,11.4,-6.8,0.8,28.4,-8.0,26.2
999054,human,high,unfair,25,0.0,11.4,-4.68,24.4,30.4,27.32,34.2
999054,human,low,fair,5,0.0,-6.2,0.6,24.4,80.0,27.8,81.6
999054,human,low,unfair,25,0.12,-2.08,2.48,6.24,32.88,8.84,33.36
999055,human,high,fair,5,0.0,7.0,0.0,33.4,-13.6,18.6,-6.2
999055,human,high,unfair,25,0.12,-1.08,-0.08,8.36,23.48,-5.32,30.52
999055,human,low,fair,5,0.0,4.8,0.2,10.0,-14.0,-3.4,-5.2
999055,human,low,unfair,25,0.68,-2.44,0.0,16.76,24.52,12.64,39.36
999056,human,high,fair,5,0.0,13.8,-7.0,11.8,34.4,7.6,37.4
999056,human,high,unfair,25,0.0,12.16,-6.6,18.24,17.4,17.28,19.04
999056,human,low,fair,5,0.0,9.8,-8.4,9.2,20.8,6.4,31.0
999056,human,low,unfair,25,0.0,9.32,-6.84,12.08,38.16,13.88,44.6
999057,human,high,fair,5,0.0,28.4,4.0,-2.0,38.0,-2.6,38.4
999057,human,high,unfair,25,0.44,-7.2,-4.72,19.08,3.36,18.32,3.8
999057,human,low,fair,5,0.0,22.8,-1.4,7.8,37.2,4.4,40.0
999057,human,low,unfair,25,0.68,-5.44,0.56,17.84,34.08,15.28,34.28
999058,human,high,fair,5,0.0,21.0,9.0,25.8,-15.0,13.8,-9.6
999058,human,high,unfair,25,0.0,19.72,8.32,26.0,33.92,14.72,38.88
999058,human,low,fair,5,0.0,21.4,9.2,-7.2,33.6,-16.4,34.6
999058,human,low,unfair,25,0.0,21.4,9.24,31.96,16.52,37.12,13.72
999059,human,high,fair,5,0.0,0.2,0.0,-2.6,34.0,-1.2,34.6
999059,human,high,unfair,25,0.0,0.36,0.12,18.68,28.88,19.88,28.72
999059,human,low,fair,5,0.0,4.6,3.0,23.6,9.2,21.4,9.2
999059,human,low,unfair,25,0.08,-0.76,-0.28,4.04,29.2,4.16,29.28
999060,human,high,fair,5,0.0,27.0,27.0,38.6,68.8,24.6,75.6
999060,human,high,unfair,25,0.2,3.12,9.84,18.76,12.28,6.64,18.92
999060,human,low,fair,5,0.0,28.2,27.4,6.2,73.8,-1.4,80.6
999060,human,low,unfair,25,0.72,-6.68,6.92,19.2,24.6,9.44,31.76
999061,human,high,fair,5,0.0,12.8,-8.6,10.8,21.4,12.0,19.2
999061,human,high,unfair,25,0.0,4.92,-21.04,18.96,41.52,20.24,45.88
999061,human,low,fair,5,0.0,14.8,-9.4,-2.6,-7.4,-4.2,-5.6
999061,human,low,unfair,25,0.0,5.6,-20.48,11.92,26.96,13.12,26.32
999062,human,high,fair,5,0.0,7.0,7.2,-3.4,20.2,-24.8,11.0
999062,human,high,unfair,25,0.92,7.04,7.36,20.56,30.92,-0.84,21.68
999062,human,low,fair,5,0.0,7.0,7.4,36.4,30.6,16.4,21.8
999062,human,low,unfair,25,0.28,7.04,7.36,22.4,18.68,2.48,10.32
999063,human,high,fair,5,0.0,2.6,3.2,56.2,48.6,55.8,47.6
999063,human,high,unfair,25,0.52,-4.24,-0.56,5.52,34.04,5.44,33.92
999063,human,low,fair,5,0.0,4.4,4.4,-5.6,39.8,-6.0,40.0
999063,human,low,unfair,25,0.88,-7.6,-0.36,12.04,36.12,11.72,35.96
999064,human,high,fair,5,0.0,20.0,11.6,17.0,26.6,25.8,11.2
999064,human,high,unfair,25,0.0,15.84,11.8,13.0,51.28,12.28,41.96
999064,human,low,fair,5,0.0,17.8,7.2,-8.6,42.6,-12.4,30.4
999064,human,low,unfair,25,0.04,16.4,2.64,19.28,30.32,11.52,17.52
999065,human,high,fair,5,0.0,19.8,19.6,33.8,50.8,22.4,67.0
999065,human,high,unfair,25,0.4,1.28,1.4,21.8,44.4,15.52,63.52
999065,human,low,fair,5,0.0,21.2,18.8,53.8,43.8,45.0,56.4
999065,human,low,unfair,25,0.88,-9.16,-8.08,18.2,38.28,12.48,58.52
999066,human,high,fair,5,0.2,26.8,27.4,12.2,3.0,5.4,-4.6
999066,human,high,unfair,25,0.32,-11.24,9.88,9.44,41.44,2.36,34.16
999066,human,low,fair,5,0.0,25.6,26.8,34.6,60.4,27.4,53.2
999066,human,low,unfair,25,0.76,-7.12,5.8,10.56,14.48,3.56,7.08
999067,human,high,fair,5,0.0,9.4,6.6,12.0,21.2,14.2,21.0
999067,human,high,unfair,25,0.08,-2.16,-0.16,29.76,26.6,36.04,26.12
999067,human,low,fair,5,0.0,11.0,6.8,-10.2,29.8,-8.2,30.2
999067,human,low,unfair,25,0.52,1.48,-0.52,17.52,17.96,20.84,17.8
999068,human,high,fair,5,0.0,21.6,7.2,21.4,19.6,5.0,5.4
999068,human,high,unfair,25,0.0,21.44,7.28,21.16,30.68,4.6,19.4
999068,human,low,fair,5,0.4,21.6,8.2,34.6,35.2,18.2,32.0
999068,human,low,unfair,25,0.52,21.4,8.6,16.92,21.16,0.24,17.72
999069,human,high,fair,5,0.0,16.0,15.8,25.2,-15.4,19.0,-19.0
999069,human,high,unfair,25,0.52,4.28,3.16,-3.2,1.56,-7.2,-3.04
999069,human,low,fair,5,0.0,16.0,1.4,18.6,42.8,27.2,52.0
999069,human,low,unfair,25,0.6,1.4,0.12,25.44,26.96,28.64,29.44
999070,human,high,fair,5,0.0,19.0,20.6,25.0,57.4,40.6,48.4
999070,human,high,unfair,25,0.52,-9.52,-0.2,26.2,45.08,28.96,31.52
999070,human,low,fair,5,0.0,21.2,10.8,8.8,-48.2,15.6,-56.6
999070,human,low,unfair,25,0.76,-6.84,-1.56,10.56,14.92,11.2,5.44
999071,human,high,fair,5,0.0,0.0,0.0,33.4,49.6,37.0,50.8
999071,human,high,unfair,25,0.0,2.52,3.64,3.2,31.4,2.76,30.0
999071,human,low,fair,5,0.0,1.2,4.8,49.0,17.6,41.2,13.2
999071,human,low,unfair,25,0.6,-2.84,-1.28,24.12,-0.76,22.0,-0.72
999072,human,high,fair,5,0.0,13.2,9.4,34.0,22.0,12.4,15.0
999072,human,high,unfair,25,0.04,-9.32,1.72,16.08,16.72,-5.36,9.4
999072,human,low,fair,5,0.2,11.2,8.8,6.4,23.2,-15.8,15.8
999072,human,low,unfair,25,0.44,-4.52,-0.64,13.52,35.88,-7.76,27.12
999073,human,high,fair,5,0.0,8.8,8.8,37.6,73.8,28.2,69.8
999073,human,high,unfair,25,0.08,-7.72,2.92,16.56,34.68,10.96,29.16
